000000 000000 [hunk] lha start:002000 end:00ef60
000001 000001 [args] e skid.lha_
000002 000002 [home] .
007b75 00b994: e048                : lsr.w   #8, D0
007bcc 00b996: c443                : and.w   D3, D2
007bcd 00b998: d442                : add.w   D2, D2
007bce 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
007bcf 00b99e: b540                : eor.w   D2, D0
007bd0 00b9a0: 51c9 ffee           : dbra    D1, $b990
007bd1 00b990: 1418                : move.b  (A0)+, D2
007bd2 00b992: b102                : eor.b   D0, D2
007bd3 00b994: e048                : lsr.w   #8, D0
007c2a 00b996: c443                : and.w   D3, D2
007c2b 00b998: d442                : add.w   D2, D2
007c2c 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
007c2d 00b99e: b540                : eor.w   D2, D0
007c2e 00b9a0: 51c9 ffee           : dbra    D1, $b990
007c2f 00b990: 1418                : move.b  (A0)+, D2
007c30 00b992: b102                : eor.b   D0, D2
007c31 00b994: e048                : lsr.w   #8, D0
007c88 00b996: c443                : and.w   D3, D2
007c89 00b998: d442                : add.w   D2, D2
007c8a 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
007c8b 00b99e: b540                : eor.w   D2, D0
007c8c 00b9a0: 51c9 ffee           : dbra    D1, $b990
007c8d 00b990: 1418                : move.b  (A0)+, D2
007c8e 00b992: b102                : eor.b   D0, D2
007c8f 00b994: e048                : lsr.w   #8, D0
007ce6 00b996: c443                : and.w   D3, D2
007ce7 00b998: d442                : add.w   D2, D2
007ce8 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
007ce9 00b99e: b540                : eor.w   D2, D0
007cea 00b9a0: 51c9 ffee           : dbra    D1, $b990
007ceb 00b990: 1418                : move.b  (A0)+, D2
007cec 00b992: b102                : eor.b   D0, D2
007ced 00b994: e048                : lsr.w   #8, D0
007d44 00b996: c443                : and.w   D3, D2
007d45 00b998: d442                : add.w   D2, D2
007d46 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
007d47 00b99e: b540                : eor.w   D2, D0
007d48 00b9a0: 51c9 ffee           : dbra    D1, $b990
007d49 00b990: 1418                : move.b  (A0)+, D2
007d4a 00b992: b102                : eor.b   D0, D2
007d4b 00b994: e048                : lsr.w   #8, D0
007da2 00b996: c443                : and.w   D3, D2
007da3 00b998: d442                : add.w   D2, D2
007da4 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
007da5 00b99e: b540                : eor.w   D2, D0
007da6 00b9a0: 51c9 ffee           : dbra    D1, $b990
007da7 00b990: 1418                : move.b  (A0)+, D2
007da8 00b992: b102                : eor.b   D0, D2
007da9 00b994: e048                : lsr.w   #8, D0
007e00 00b996: c443                : and.w   D3, D2
007e01 00b998: d442                : add.w   D2, D2
007e02 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
007e03 00b99e: b540                : eor.w   D2, D0
007e04 00b9a0: 51c9 ffee           : dbra    D1, $b990
007e05 00b990: 1418                : move.b  (A0)+, D2
007e06 00b992: b102                : eor.b   D0, D2
007e07 00b994: e048                : lsr.w   #8, D0
007e5e 00b996: c443                : and.w   D3, D2
007e5f 00b998: d442                : add.w   D2, D2
007e60 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
007e61 00b99e: b540                : eor.w   D2, D0
007e62 00b9a0: 51c9 ffee           : dbra    D1, $b990
007e63 00b990: 1418                : move.b  (A0)+, D2
007e64 00b992: b102                : eor.b   D0, D2
007e65 00b994: e048                : lsr.w   #8, D0
007ebc 00b996: c443                : and.w   D3, D2
007ebd 00b998: d442                : add.w   D2, D2
007ebe 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
007ebf 00b99e: b540                : eor.w   D2, D0
007ec0 00b9a0: 51c9 ffee           : dbra    D1, $b990
007ec1 00b990: 1418                : move.b  (A0)+, D2
007ec2 00b992: b102                : eor.b   D0, D2
007ec3 00b994: e048                : lsr.w   #8, D0
007f1a 00b996: c443                : and.w   D3, D2
007f1b 00b998: d442                : add.w   D2, D2
007f1c 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
007f1d 00b99e: b540                : eor.w   D2, D0
007f1e 00b9a0: 51c9 ffee           : dbra    D1, $b990
007f1f 00b990: 1418                : move.b  (A0)+, D2
007f20 00b992: b102                : eor.b   D0, D2
007f21 00b994: e048                : lsr.w   #8, D0
007f78 00b996: c443                : and.w   D3, D2
007f79 00b998: d442                : add.w   D2, D2
007f7a 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
007f7b 00b99e: b540                : eor.w   D2, D0
007f7c 00b9a0: 51c9 ffee           : dbra    D1, $b990
007f7d 00b990: 1418                : move.b  (A0)+, D2
007f7e 00b992: b102                : eor.b   D0, D2
007f7f 00b994: e048                : lsr.w   #8, D0
007fd6 00b996: c443                : and.w   D3, D2
007fd7 00b998: d442                : add.w   D2, D2
007fd8 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
007fd9 00b99e: b540                : eor.w   D2, D0
007fda 00b9a0: 51c9 ffee           : dbra    D1, $b990
007fdb 00b990: 1418                : move.b  (A0)+, D2
007fdc 00b992: b102                : eor.b   D0, D2
007fdd 00b994: e048                : lsr.w   #8, D0
008034 00b996: c443                : and.w   D3, D2
008035 00b998: d442                : add.w   D2, D2
008036 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008037 00b99e: b540                : eor.w   D2, D0
008038 00b9a0: 51c9 ffee           : dbra    D1, $b990
008039 00b990: 1418                : move.b  (A0)+, D2
00803a 00b992: b102                : eor.b   D0, D2
00803b 00b994: e048                : lsr.w   #8, D0
008092 00b996: c443                : and.w   D3, D2
008093 00b998: d442                : add.w   D2, D2
008094 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008095 00b99e: b540                : eor.w   D2, D0
008096 00b9a0: 51c9 ffee           : dbra    D1, $b990
008097 00b990: 1418                : move.b  (A0)+, D2
008098 00b992: b102                : eor.b   D0, D2
008099 00b994: e048                : lsr.w   #8, D0
0080f0 00b996: c443                : and.w   D3, D2
0080f1 00b998: d442                : add.w   D2, D2
0080f2 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0080f3 00b99e: b540                : eor.w   D2, D0
0080f4 00b9a0: 51c9 ffee           : dbra    D1, $b990
0080f5 00b990: 1418                : move.b  (A0)+, D2
0080f6 00b992: b102                : eor.b   D0, D2
0080f7 00b994: e048                : lsr.w   #8, D0
00814e 00b996: c443                : and.w   D3, D2
00814f 00b998: d442                : add.w   D2, D2
008150 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008151 00b99e: b540                : eor.w   D2, D0
008152 00b9a0: 51c9 ffee           : dbra    D1, $b990
008153 00b990: 1418                : move.b  (A0)+, D2
008154 00b992: b102                : eor.b   D0, D2
008155 00b994: e048                : lsr.w   #8, D0
0081ac 00b996: c443                : and.w   D3, D2
0081ad 00b998: d442                : add.w   D2, D2
0081ae 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0081af 00b99e: b540                : eor.w   D2, D0
0081b0 00b9a0: 51c9 ffee           : dbra    D1, $b990
0081b1 00b990: 1418                : move.b  (A0)+, D2
0081b2 00b992: b102                : eor.b   D0, D2
0081b3 00b994: e048                : lsr.w   #8, D0
00820a 00b996: c443                : and.w   D3, D2
00820b 00b998: d442                : add.w   D2, D2
00820c 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
00820d 00b99e: b540                : eor.w   D2, D0
00820e 00b9a0: 51c9 ffee           : dbra    D1, $b990
00820f 00b990: 1418                : move.b  (A0)+, D2
008210 00b992: b102                : eor.b   D0, D2
008211 00b994: e048                : lsr.w   #8, D0
008268 00b996: c443                : and.w   D3, D2
008269 00b998: d442                : add.w   D2, D2
00826a 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
00826b 00b99e: b540                : eor.w   D2, D0
00826c 00b9a0: 51c9 ffee           : dbra    D1, $b990
00826d 00b990: 1418                : move.b  (A0)+, D2
00826e 00b992: b102                : eor.b   D0, D2
00826f 00b994: e048                : lsr.w   #8, D0
0082c6 00b996: c443                : and.w   D3, D2
0082c7 00b998: d442                : add.w   D2, D2
0082c8 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0082c9 00b99e: b540                : eor.w   D2, D0
0082ca 00b9a0: 51c9 ffee           : dbra    D1, $b990
0082cb 00b990: 1418                : move.b  (A0)+, D2
0082cc 00b992: b102                : eor.b   D0, D2
0082cd 00b994: e048                : lsr.w   #8, D0
008324 00b996: c443                : and.w   D3, D2
008325 00b998: d442                : add.w   D2, D2
008326 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008327 00b99e: b540                : eor.w   D2, D0
008328 00b9a0: 51c9 ffee           : dbra    D1, $b990
008329 00b990: 1418                : move.b  (A0)+, D2
00832a 00b992: b102                : eor.b   D0, D2
00832b 00b994: e048                : lsr.w   #8, D0
008382 00b996: c443                : and.w   D3, D2
008383 00b998: d442                : add.w   D2, D2
008384 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008385 00b99e: b540                : eor.w   D2, D0
008386 00b9a0: 51c9 ffee           : dbra    D1, $b990
008387 00b990: 1418                : move.b  (A0)+, D2
008388 00b992: b102                : eor.b   D0, D2
008389 00b994: e048                : lsr.w   #8, D0
0083e0 00b996: c443                : and.w   D3, D2
0083e1 00b998: d442                : add.w   D2, D2
0083e2 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0083e3 00b99e: b540                : eor.w   D2, D0
0083e4 00b9a0: 51c9 ffee           : dbra    D1, $b990
0083e5 00b990: 1418                : move.b  (A0)+, D2
0083e6 00b992: b102                : eor.b   D0, D2
0083e7 00b994: e048                : lsr.w   #8, D0
00843e 00b996: c443                : and.w   D3, D2
00843f 00b998: d442                : add.w   D2, D2
008440 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008441 00b99e: b540                : eor.w   D2, D0
008442 00b9a0: 51c9 ffee           : dbra    D1, $b990
008443 00b990: 1418                : move.b  (A0)+, D2
008444 00b992: b102                : eor.b   D0, D2
008445 00b994: e048                : lsr.w   #8, D0
00849c 00b996: c443                : and.w   D3, D2
00849d 00b998: d442                : add.w   D2, D2
00849e 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
00849f 00b99e: b540                : eor.w   D2, D0
0084a0 00b9a0: 51c9 ffee           : dbra    D1, $b990
0084a1 00b990: 1418                : move.b  (A0)+, D2
0084a2 00b992: b102                : eor.b   D0, D2
0084a3 00b994: e048                : lsr.w   #8, D0
0084fa 00b996: c443                : and.w   D3, D2
0084fb 00b998: d442                : add.w   D2, D2
0084fc 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0084fd 00b99e: b540                : eor.w   D2, D0
0084fe 00b9a0: 51c9 ffee           : dbra    D1, $b990
0084ff 00b990: 1418                : move.b  (A0)+, D2
008500 00b992: b102                : eor.b   D0, D2
008501 00b994: e048                : lsr.w   #8, D0
008558 00b996: c443                : and.w   D3, D2
008559 00b998: d442                : add.w   D2, D2
00855a 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
00855b 00b99e: b540                : eor.w   D2, D0
00855c 00b9a0: 51c9 ffee           : dbra    D1, $b990
00855d 00b990: 1418                : move.b  (A0)+, D2
00855e 00b992: b102                : eor.b   D0, D2
00855f 00b994: e048                : lsr.w   #8, D0
0085b6 00b996: c443                : and.w   D3, D2
0085b7 00b998: d442                : add.w   D2, D2
0085b8 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0085b9 00b99e: b540                : eor.w   D2, D0
0085ba 00b9a0: 51c9 ffee           : dbra    D1, $b990
0085bb 00b990: 1418                : move.b  (A0)+, D2
0085bc 00b992: b102                : eor.b   D0, D2
0085bd 00b994: e048                : lsr.w   #8, D0
008614 00b996: c443                : and.w   D3, D2
008615 00b998: d442                : add.w   D2, D2
008616 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008617 00b99e: b540                : eor.w   D2, D0
008618 00b9a0: 51c9 ffee           : dbra    D1, $b990
008619 00b990: 1418                : move.b  (A0)+, D2
00861a 00b992: b102                : eor.b   D0, D2
00861b 00b994: e048                : lsr.w   #8, D0
008672 00b996: c443                : and.w   D3, D2
008673 00b998: d442                : add.w   D2, D2
008674 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008675 00b99e: b540                : eor.w   D2, D0
008676 00b9a0: 51c9 ffee           : dbra    D1, $b990
008677 00b990: 1418                : move.b  (A0)+, D2
008678 00b992: b102                : eor.b   D0, D2
008679 00b994: e048                : lsr.w   #8, D0
0086d0 00b996: c443                : and.w   D3, D2
0086d1 00b998: d442                : add.w   D2, D2
0086d2 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0086d3 00b99e: b540                : eor.w   D2, D0
0086d4 00b9a0: 51c9 ffee           : dbra    D1, $b990
0086d5 00b990: 1418                : move.b  (A0)+, D2
0086d6 00b992: b102                : eor.b   D0, D2
0086d7 00b994: e048                : lsr.w   #8, D0
00872e 00b996: c443                : and.w   D3, D2
00872f 00b998: d442                : add.w   D2, D2
008730 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008731 00b99e: b540                : eor.w   D2, D0
008732 00b9a0: 51c9 ffee           : dbra    D1, $b990
008733 00b990: 1418                : move.b  (A0)+, D2
008734 00b992: b102                : eor.b   D0, D2
008735 00b994: e048                : lsr.w   #8, D0
00878c 00b996: c443                : and.w   D3, D2
00878d 00b998: d442                : add.w   D2, D2
00878e 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
00878f 00b99e: b540                : eor.w   D2, D0
008790 00b9a0: 51c9 ffee           : dbra    D1, $b990
008791 00b990: 1418                : move.b  (A0)+, D2
008792 00b992: b102                : eor.b   D0, D2
008793 00b994: e048                : lsr.w   #8, D0
0087ea 00b996: c443                : and.w   D3, D2
0087eb 00b998: d442                : add.w   D2, D2
0087ec 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0087ed 00b99e: b540                : eor.w   D2, D0
0087ee 00b9a0: 51c9 ffee           : dbra    D1, $b990
0087ef 00b990: 1418                : move.b  (A0)+, D2
0087f0 00b992: b102                : eor.b   D0, D2
0087f1 00b994: e048                : lsr.w   #8, D0
008848 00b996: c443                : and.w   D3, D2
008849 00b998: d442                : add.w   D2, D2
00884a 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
00884b 00b99e: b540                : eor.w   D2, D0
00884c 00b9a0: 51c9 ffee           : dbra    D1, $b990
00884d 00b990: 1418                : move.b  (A0)+, D2
00884e 00b992: b102                : eor.b   D0, D2
00884f 00b994: e048                : lsr.w   #8, D0
0088a6 00b996: c443                : and.w   D3, D2
0088a7 00b998: d442                : add.w   D2, D2
0088a8 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0088a9 00b99e: b540                : eor.w   D2, D0
0088aa 00b9a0: 51c9 ffee           : dbra    D1, $b990
0088ab 00b990: 1418                : move.b  (A0)+, D2
0088ac 00b992: b102                : eor.b   D0, D2
0088ad 00b994: e048                : lsr.w   #8, D0
008904 00b996: c443                : and.w   D3, D2
008905 00b998: d442                : add.w   D2, D2
008906 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008907 00b99e: b540                : eor.w   D2, D0
008908 00b9a0: 51c9 ffee           : dbra    D1, $b990
008909 00b990: 1418                : move.b  (A0)+, D2
00890a 00b992: b102                : eor.b   D0, D2
00890b 00b994: e048                : lsr.w   #8, D0
008962 00b996: c443                : and.w   D3, D2
008963 00b998: d442                : add.w   D2, D2
008964 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008965 00b99e: b540                : eor.w   D2, D0
008966 00b9a0: 51c9 ffee           : dbra    D1, $b990
008967 00b990: 1418                : move.b  (A0)+, D2
008968 00b992: b102                : eor.b   D0, D2
008969 00b994: e048                : lsr.w   #8, D0
0089c0 00b996: c443                : and.w   D3, D2
0089c1 00b998: d442                : add.w   D2, D2
0089c2 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0089c3 00b99e: b540                : eor.w   D2, D0
0089c4 00b9a0: 51c9 ffee           : dbra    D1, $b990
0089c5 00b990: 1418                : move.b  (A0)+, D2
0089c6 00b992: b102                : eor.b   D0, D2
0089c7 00b994: e048                : lsr.w   #8, D0
008a1e 00b996: c443                : and.w   D3, D2
008a1f 00b998: d442                : add.w   D2, D2
008a20 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008a21 00b99e: b540                : eor.w   D2, D0
008a22 00b9a0: 51c9 ffee           : dbra    D1, $b990
008a23 00b990: 1418                : move.b  (A0)+, D2
008a24 00b992: b102                : eor.b   D0, D2
008a25 00b994: e048                : lsr.w   #8, D0
008a7c 00b996: c443                : and.w   D3, D2
008a7d 00b998: d442                : add.w   D2, D2
008a7e 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008a7f 00b99e: b540                : eor.w   D2, D0
008a80 00b9a0: 51c9 ffee           : dbra    D1, $b990
008a81 00b990: 1418                : move.b  (A0)+, D2
008a82 00b992: b102                : eor.b   D0, D2
008a83 00b994: e048                : lsr.w   #8, D0
008ada 00b996: c443                : and.w   D3, D2
008adb 00b998: d442                : add.w   D2, D2
008adc 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008add 00b99e: b540                : eor.w   D2, D0
008ade 00b9a0: 51c9 ffee           : dbra    D1, $b990
008adf 00b990: 1418                : move.b  (A0)+, D2
008ae0 00b992: b102                : eor.b   D0, D2
008ae1 00b994: e048                : lsr.w   #8, D0
008b38 00b996: c443                : and.w   D3, D2
008b39 00b998: d442                : add.w   D2, D2
008b3a 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008b3b 00b99e: b540                : eor.w   D2, D0
008b3c 00b9a0: 51c9 ffee           : dbra    D1, $b990
008b3d 00b990: 1418                : move.b  (A0)+, D2
008b3e 00b992: b102                : eor.b   D0, D2
008b3f 00b994: e048                : lsr.w   #8, D0
008b96 00b996: c443                : and.w   D3, D2
008b97 00b998: d442                : add.w   D2, D2
008b98 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008b99 00b99e: b540                : eor.w   D2, D0
008b9a 00b9a0: 51c9 ffee           : dbra    D1, $b990
008b9b 00b990: 1418                : move.b  (A0)+, D2
008b9c 00b992: b102                : eor.b   D0, D2
008b9d 00b994: e048                : lsr.w   #8, D0
008bf4 00b996: c443                : and.w   D3, D2
008bf5 00b998: d442                : add.w   D2, D2
008bf6 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008bf7 00b99e: b540                : eor.w   D2, D0
008bf8 00b9a0: 51c9 ffee           : dbra    D1, $b990
008bf9 00b990: 1418                : move.b  (A0)+, D2
008bfa 00b992: b102                : eor.b   D0, D2
008bfb 00b994: e048                : lsr.w   #8, D0
008c52 00b996: c443                : and.w   D3, D2
008c53 00b998: d442                : add.w   D2, D2
008c54 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008c55 00b99e: b540                : eor.w   D2, D0
008c56 00b9a0: 51c9 ffee           : dbra    D1, $b990
008c57 00b990: 1418                : move.b  (A0)+, D2
008c58 00b992: b102                : eor.b   D0, D2
008c59 00b994: e048                : lsr.w   #8, D0
008cb0 00b996: c443                : and.w   D3, D2
008cb1 00b998: d442                : add.w   D2, D2
008cb2 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008cb3 00b99e: b540                : eor.w   D2, D0
008cb4 00b9a0: 51c9 ffee           : dbra    D1, $b990
008cb5 00b990: 1418                : move.b  (A0)+, D2
008cb6 00b992: b102                : eor.b   D0, D2
008cb7 00b994: e048                : lsr.w   #8, D0
008d0e 00b996: c443                : and.w   D3, D2
008d0f 00b998: d442                : add.w   D2, D2
008d10 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008d11 00b99e: b540                : eor.w   D2, D0
008d12 00b9a0: 51c9 ffee           : dbra    D1, $b990
008d13 00b990: 1418                : move.b  (A0)+, D2
008d14 00b992: b102                : eor.b   D0, D2
008d15 00b994: e048                : lsr.w   #8, D0
008d6c 00b996: c443                : and.w   D3, D2
008d6d 00b998: d442                : add.w   D2, D2
008d6e 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008d6f 00b99e: b540                : eor.w   D2, D0
008d70 00b9a0: 51c9 ffee           : dbra    D1, $b990
008d71 00b990: 1418                : move.b  (A0)+, D2
008d72 00b992: b102                : eor.b   D0, D2
008d73 00b994: e048                : lsr.w   #8, D0
008dca 00b996: c443                : and.w   D3, D2
008dcb 00b998: d442                : add.w   D2, D2
008dcc 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008dcd 00b99e: b540                : eor.w   D2, D0
008dce 00b9a0: 51c9 ffee           : dbra    D1, $b990
008dcf 00b990: 1418                : move.b  (A0)+, D2
008dd0 00b992: b102                : eor.b   D0, D2
008dd1 00b994: e048                : lsr.w   #8, D0
008e28 00b996: c443                : and.w   D3, D2
008e29 00b998: d442                : add.w   D2, D2
008e2a 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008e2b 00b99e: b540                : eor.w   D2, D0
008e2c 00b9a0: 51c9 ffee           : dbra    D1, $b990
008e2d 00b990: 1418                : move.b  (A0)+, D2
008e2e 00b992: b102                : eor.b   D0, D2
008e2f 00b994: e048                : lsr.w   #8, D0
008e86 00b996: c443                : and.w   D3, D2
008e87 00b998: d442                : add.w   D2, D2
008e88 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008e89 00b99e: b540                : eor.w   D2, D0
008e8a 00b9a0: 51c9 ffee           : dbra    D1, $b990
008e8b 00b990: 1418                : move.b  (A0)+, D2
008e8c 00b992: b102                : eor.b   D0, D2
008e8d 00b994: e048                : lsr.w   #8, D0
008ee4 00b996: c443                : and.w   D3, D2
008ee5 00b998: d442                : add.w   D2, D2
008ee6 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008ee7 00b99e: b540                : eor.w   D2, D0
008ee8 00b9a0: 51c9 ffee           : dbra    D1, $b990
008ee9 00b990: 1418                : move.b  (A0)+, D2
008eea 00b992: b102                : eor.b   D0, D2
008eeb 00b994: e048                : lsr.w   #8, D0
008f42 00b996: c443                : and.w   D3, D2
008f43 00b998: d442                : add.w   D2, D2
008f44 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008f45 00b99e: b540                : eor.w   D2, D0
008f46 00b9a0: 51c9 ffee           : dbra    D1, $b990
008f47 00b990: 1418                : move.b  (A0)+, D2
008f48 00b992: b102                : eor.b   D0, D2
008f49 00b994: e048                : lsr.w   #8, D0
008fa0 00b996: c443                : and.w   D3, D2
008fa1 00b998: d442                : add.w   D2, D2
008fa2 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
008fa3 00b99e: b540                : eor.w   D2, D0
008fa4 00b9a0: 51c9 ffee           : dbra    D1, $b990
008fa5 00b990: 1418                : move.b  (A0)+, D2
008fa6 00b992: b102                : eor.b   D0, D2
008fa7 00b994: e048                : lsr.w   #8, D0
008ffe 00b996: c443                : and.w   D3, D2
008fff 00b998: d442                : add.w   D2, D2
009000 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
009001 00b99e: b540                : eor.w   D2, D0
009002 00b9a0: 51c9 ffee           : dbra    D1, $b990
009003 00b990: 1418                : move.b  (A0)+, D2
009004 00b992: b102                : eor.b   D0, D2
009005 00b994: e048                : lsr.w   #8, D0
00905c 00b996: c443                : and.w   D3, D2
00905d 00b998: d442                : add.w   D2, D2
00905e 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
00905f 00b99e: b540                : eor.w   D2, D0
009060 00b9a0: 51c9 ffee           : dbra    D1, $b990
009061 00b990: 1418                : move.b  (A0)+, D2
009062 00b992: b102                : eor.b   D0, D2
009063 00b994: e048                : lsr.w   #8, D0
0090ba 00b996: c443                : and.w   D3, D2
0090bb 00b998: d442                : add.w   D2, D2
0090bc 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0090bd 00b99e: b540                : eor.w   D2, D0
0090be 00b9a0: 51c9 ffee           : dbra    D1, $b990
0090bf 00b990: 1418                : move.b  (A0)+, D2
0090c0 00b992: b102                : eor.b   D0, D2
0090c1 00b994: e048                : lsr.w   #8, D0
009118 00b996: c443                : and.w   D3, D2
009119 00b998: d442                : add.w   D2, D2
00911a 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
00911b 00b99e: b540                : eor.w   D2, D0
00911c 00b9a0: 51c9 ffee           : dbra    D1, $b990
00911d 00b990: 1418                : move.b  (A0)+, D2
00911e 00b992: b102                : eor.b   D0, D2
00911f 00b994: e048                : lsr.w   #8, D0
009176 00b996: c443                : and.w   D3, D2
009177 00b998: d442                : add.w   D2, D2
009178 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
009179 00b99e: b540                : eor.w   D2, D0
00917a 00b9a0: 51c9 ffee           : dbra    D1, $b990
00917b 00b990: 1418                : move.b  (A0)+, D2
00917c 00b992: b102                : eor.b   D0, D2
00917d 00b994: e048                : lsr.w   #8, D0
0091d4 00b996: c443                : and.w   D3, D2
0091d5 00b998: d442                : add.w   D2, D2
0091d6 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0091d7 00b99e: b540                : eor.w   D2, D0
0091d8 00b9a0: 51c9 ffee           : dbra    D1, $b990
0091d9 00b990: 1418                : move.b  (A0)+, D2
0091da 00b992: b102                : eor.b   D0, D2
0091db 00b994: e048                : lsr.w   #8, D0
009232 00b996: c443                : and.w   D3, D2
009233 00b998: d442                : add.w   D2, D2
009234 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
009235 00b99e: b540                : eor.w   D2, D0
009236 00b9a0: 51c9 ffee           : dbra    D1, $b990
009237 00b990: 1418                : move.b  (A0)+, D2
009238 00b992: b102                : eor.b   D0, D2
009239 00b994: e048                : lsr.w   #8, D0
009290 00b996: c443                : and.w   D3, D2
009291 00b998: d442                : add.w   D2, D2
009292 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
009293 00b99e: b540                : eor.w   D2, D0
009294 00b9a0: 51c9 ffee           : dbra    D1, $b990
009295 00b990: 1418                : move.b  (A0)+, D2
009296 00b992: b102                : eor.b   D0, D2
009297 00b994: e048                : lsr.w   #8, D0
0092ee 00b996: c443                : and.w   D3, D2
0092ef 00b998: d442                : add.w   D2, D2
0092f0 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0092f1 00b99e: b540                : eor.w   D2, D0
0092f2 00b9a0: 51c9 ffee           : dbra    D1, $b990
0092f3 00b990: 1418                : move.b  (A0)+, D2
0092f4 00b992: b102                : eor.b   D0, D2
0092f5 00b994: e048                : lsr.w   #8, D0
00934c 00b996: c443                : and.w   D3, D2
00934d 00b998: d442                : add.w   D2, D2
00934e 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
00934f 00b99e: b540                : eor.w   D2, D0
009350 00b9a0: 51c9 ffee           : dbra    D1, $b990
009351 00b990: 1418                : move.b  (A0)+, D2
009352 00b992: b102                : eor.b   D0, D2
009353 00b994: e048                : lsr.w   #8, D0
0093aa 00b996: c443                : and.w   D3, D2
0093ab 00b998: d442                : add.w   D2, D2
0093ac 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
0093ad 00b99e: b540                : eor.w   D2, D0
0093ae 00b9a0: 51c9 ffee           : dbra    D1, $b990
0093af 00b990: 1418                : move.b  (A0)+, D2
0093b0 00b992: b102                : eor.b   D0, D2
0093b1 00b994: e048                : lsr.w   #8, D0
009408 00b996: c443                : and.w   D3, D2
009409 00b998: d442                : add.w   D2, D2
00940a 00b99a: 343b 200c           : move.w  ($c,PC,D2.w), D2
